currency,order_book_timestamp,best_bid,best_ask,spread,mid_price,obi
XRP-USD,2026-08-28T20:32:39.421993Z,1.3794,1.3796,0.0002,1.3795,0.3912266662075649657150683044
XRP-USD,2026-08-28T20:32:39.56874Z,1.3794,1.3796,0.0002,1.3795,0.3814485465363746736149437070
XRP-USD,2026-08-28T20:32:39.594954Z,1.3794,1.3796,0.0002,1.3795,0.3814485465363746736149437070
XRP-USD,2026-08-28T20:32:39.758987Z,1.3794,1.3796,0.0002,1.3795,0.3814485465363746736149437070
XRP-USD,2026-08-28T20:32:40.032223Z,1.3794,1.3796,0.0002,1.3795,0.3814485465363746736149437070
XRP-USD,2026-08-28T20:32:40.095848Z,1.3794,1.3796,0.0002,1.3795,0.3814485465363746736149437070
XRP-USD,2026-08-28T20:32:40.151513Z,1.3794,1.3796,0.0002,1.3795,0.3814485465363746736149437070
XRP-USD,2026-08-28T20:32:40.226807Z,1.3794,1.3796,0.0002,1.3795,0.2760509027989081784496272896
XRP-USD,2026-08-28T20:32:40.271663Z,1.3794,1.3796,0.0002,1.3795,0.2760509027989081784496272896
XRP-USD,2026-08-28T20:32:40.37966Z,1.3794,1.3796,0.0002,1.3795,0.2760509027989081784496272896
XRP-USD,2026-08-28T20:32:40.408005Z,1.3794,1.3796,0.0002,1.3795,0.2760509027989081784496272896
XRP-USD,2026-08-28T20:32:40.455722Z,1.3794,1.3796,0.0002,1.3795,0.3814485465363746736149437070
XRP-USD,2026-08-28T20:32:40.520924Z,1.3794,1.3795,0.0001,1.37945,0.4711516160072338991552186804
XRP-USD,2026-08-28T20:32:40.530293Z,1.3794,1.3795,0.0001,1.37945,0.4822459296774334561361570526
XRP-USD,2026-08-28T20:32:40.673818Z,1.3794,1.3796,0.0002,1.3795,0.3814485465363746736149437070
XRP-USD,2026-08-28T20:32:41.025353Z,1.3794,1.3796,0.0002,1.3795,0.3814485465363746736149437070
XRP-USD,2026-08-28T20:32:41.03235Z,1.3794,1.3796,0.0002,1.3795,0.3814485465363746736149437070
XRP-USD,2026-08-28T20:32:41.150083Z,1.3794,1.3796,0.0002,1.3795,0.3814485465363746736149437070
XRP-USD,2026-08-28T20:32:41.404456Z,1.3794,1.3796,0.0002,1.3795,0.3911513538527929318609310205
XRP-USD,2026-08-28T20:32:41.449157Z,1.3794,1.3796,0.0002,1.3795,0.3955594776695214531359689846
XRP-USD,2026-08-28T20:32:41.533855Z,1.3794,1.3796,0.0002,1.3795,0.3955594776695214531359689846
XRP-USD,2026-08-28T20:32:41.59566Z,1.3794,1.3796,0.0002,1.3795,0.3955594776695214531359689846
XRP-USD,2026-08-28T20:32:41.695198Z,1.3794,1.3796,0.0002,1.3795,0.3955594776695214531359689846
XRP-USD,2026-08-28T20:32:41.739606Z,1.3794,1.3796,0.0002,1.3795,0.3955594776695214531359689846
XRP-USD,2026-08-28T20:32:41.793355Z,1.3794,1.3796,0.0002,1.3795,0.3955594776695214531359689846
XRP-USD,2026-08-28T20:32:41.909736Z,1.3794,1.3796,0.0002,1.3795,0.4141347544740803900283844553
XRP-USD,2026-08-28T20:32:41.973597Z,1.3794,1.3796,0.0002,1.3795,0.4099321483423831964815668705
XRP-USD,2026-08-28T20:32:42.023876Z,1.3794,1.3796,0.0002,1.3795,0.4099321483423831964815668705
XRP-USD,2026-08-28T20:32:42.027809Z,1.3794,1.3796,0.0002,1.3795,0.4099321483423831964815668705
XRP-USD,2026-08-28T20:32:42.127175Z,1.3794,1.3796,0.0002,1.3795,0.4243614689121284661732631422
XRP-USD,2026-08-28T20:32:42.228874Z,1.3794,1.3796,0.0002,1.3795,0.4347693954617446274181600316
XRP-USD,2026-08-28T20:32:42.276166Z,1.3794,1.3796,0.0002,1.3795,0.4347693954617446274181600316
XRP-USD,2026-08-28T20:32:42.315495Z,1.3795,1.3797,0.0002,1.3796,0.1347965942662851700305858076
XRP-USD,2026-08-28T20:32:42.352965Z,1.3795,1.3798,0.0003,1.37965,-0.1424991698309286178277352668
XRP-USD,2026-08-28T20:32:42.386732Z,1.3795,1.3797,0.0002,1.3796,0.06198558507022999900889289519
XRP-USD,2026-08-28T20:32:42.46808Z,1.3795,1.3797,0.0002,1.3796,0.06631056301582914695720749246
XRP-USD,2026-08-28T20:32:42.504975Z,1.3794,1.3796,0.0002,1.3795,0.4441257477568995352010286400
XRP-USD,2026-08-28T20:32:42.527682Z,1.3794,1.3796,0.0002,1.3795,0.4441257477568995352010286400
XRP-USD,2026-08-28T20:32:42.609403Z,1.3794,1.3796,0.0002,1.3795,0.4441257477568995352010286400
XRP-USD,2026-08-28T20:32:42.774511Z,1.3794,1.3796,0.0002,1.3795,0.4343581869911940814303523864
XRP-USD,2026-08-28T20:32:43.01956Z,1.3794,1.3796,0.0002,1.3795,0.4343581869911940814303523864
XRP-USD,2026-08-28T20:32:43.028513Z,1.3794,1.3796,0.0002,1.3795,0.4343581869911940814303523864
XRP-USD,2026-08-28T20:32:43.288876Z,1.3794,1.3796,0.0002,1.3795,0.4478714176917032898193865827
XRP-USD,2026-08-28T20:32:43.361689Z,1.3794,1.3796,0.0002,1.3795,0.3276254082219983070149173612
XRP-USD,2026-08-28T20:32:43.413124Z,1.3794,1.3796,0.0002,1.3795,0.4267021751105697662291329580
